,postcode
34992,2153
34993,2074
34994,2170
34995,2142
34996,2122
34997,2020
34998,2155
34999,3355
35000,2125
35001,2118
35002,2085
35003,2190
35004,2155
35005,2122
35006,2138
35007,2220
35008,2074
35009,2114
35010,2127
35011,2112
35012,2071
35013,2161
35014,2079
35015,2080
35016,2050
35017,2050
35018,2120
35019,2120
35020,2176
35021,2011
35022,2221
35023,2195
35024,2150
35025,2222
35026,2190
35027,2148
35028,2176
35029,2165
35030,2161
35031,2073
35032,2171
35033,2146
35034,2111
35035,2126
35036,2153
35037,2300
35038,2165
35039,6280
35040,2068
35041,2120
35042,2122
35043,2153
35044,2154
35045,2160
35046,2107
35047,2220
35048,2099
35049,2164
35050,2866
35051,2018
35052,2767
35053,2164
35054,3134
35055,2298
35056,2018
35057,2768
35058,2148
35059,2760
35060,2076
35061,2010
35062,2122
35063,2121
35064,2152
35065,2126
35066,2072
35067,2140
35068,2112
35069,2046
35070,2153
35071,2107
35072,2102
35073,2350
35074,2010
35075,2259
35076,2125
35077,870
35078,2193
35079,2113
35080,2071
35081,2756
35082,2111
35083,3172
35084,2140
35085,2195
35086,3187
35087,2158
35088,2206
35089,2229
35090,2137
35091,2120
35092,2114
35093,2077
35094,2747
35095,2777
35096,2086
35097,2077
35098,2155
35099,2166
35100,2122
35101,2130
35102,2145
35103,2155
35104,2060
35105,2142
35106,2153
35107,2154
35108,2747
35109,2110
35110,2564
35111,2833
35112,2257
35113,2753
35114,2042
35115,2154
35116,2756
35117,3032
35118,2112
35119,2200
35120,2760
35121,2022
35122,2029
35123,2154
35124,2151
35125,2134
35126,2749
35127,2485
35128,2067
35129,2142
35130,2140
35131,2093
35132,2232
35133,2121
35134,2766
35135,2075
35136,2075
35137,2135
35138,2106
35139,2099
35140,2064
35141,2076
35142,2043
35143,2068
35144,2073
35145,2220
35146,2126
35147,2122
35148,2073
35149,2137
35150,2166
35151,2120
35152,1590
35153,2122
35154,2155
35155,2159
35156,2041
35157,2156
35158,2077
35159,2122
35160,2176
35161,2121
35162,2072
35163,4819
35164,2084
35165,2067
35166,2126
35167,2291
35168,2204
35169,2250
35170,2077
35171,2076
35172,2770
35173,2077
35174,2145
35175,2114
35176,2147
35177,2085
35178,2099
35179,2217
35180,2040
35181,2155
35182,2125
35183,2753
35184,2121
35185,2207
35186,2132
35187,2146
35188,2147
35189,2120
35190,2155
35191,2211
35192,2162
35193,2135
35194,2011
35195,2194
35196,2088
35197,2176
35198,1595
35199,2763
35200,2110
35201,2117
35202,2073
35203,2780
35204,2126
35205,2099
35206,2250
35207,2103
35208,2050
35209,2205
35210,2134
35211,2144
35212,2747
35213,2171
35214,3145
35215,1595
35216,2126
35217,2115
35218,2125
35219,2324
35220,2070
35221,2112
35222,2144
35223,2142
35224,2121
35225,2077
35226,2153
35227,2073
35228,2120
35229,2112
35230,2144
35231,2126
35232,2153
35233,2213
35234,2176
35235,2759
35236,2145
35237,6000
35238,2145
35239,2030
35240,2153
35241,2062
35242,2155
35243,2155
35244,2077
35245,2768
35246,2064
35247,2200
35248,2009
35249,2153
35250,2079
35251,2157
35252,2067
35253,2219
35254,2122
35255,2177
35256,4714
35257,2077
35258,2072
35259,2030
35260,2745
35261,2027
35262,2158
35263,4380
35264,2075
35265,2153
35266,2097
35267,2615
35268,2152
35269,2170
35270,2089
35271,2768
35272,2121
35273,2137
35274,2067
35276,2079
35277,2144
35278,2143
35279,2070
35280,2154
35281,2076
35282,2092
35283,2154
35284,2145
35285,2103
35286,2120
35287,2075
35288,2113
35289,2085
35290,2079
35291,2100
35292,2300
35293,2075
35294,2064
35295,2118
35296,2753
35297,2154
35298,2066
35299,2127
35300,2101
35301,2213
35302,2118
35303,2095
35304,2156
35305,2076
35306,2143
35307,2076
35309,2148
35310,3737
35311,2161
35312,2161
35313,2176
35314,2155
35315,2125
35316,2145
35317,2137
35318,2155
35319,2122
35320,2127
35321,2190
35322,2155
35323,2164
35324,2155
35325,2114
35326,2113
35327,2000
35328,2158
35329,2148
35330,2068
35331,2073
35332,2079
35333,2065
35334,2069
35335,2154
35336,2100
35337,2261
35338,2220
35339,2151
35340,2156
35341,2101
35342,2060
35343,2126
35344,2060
35345,2113
35346,2195
35347,2035
35348,2070
35349,2035
35350,2155
35351,2113
35352,2131
35353,2140
35354,2154
35355,2763
35356,2069
35357,2141
35358,2153
35359,2067
35360,4207
35361,2041
35362,2097
35363,2176
35364,2122
35365,2070
35366,2200
35367,2154
35368,2114
35369,2117
35370,2210
35371,2133
35372,2086
35373,2117
35374,2093
35375,2085
35376,2221
35377,2120
35378,2157
35379,2171
35380,2170
35381,2141
35382,2070
35383,2155
35384,2158
35385,2774
35386,2076
35387,2018
35388,2112
35389,2073
35390,2630
35391,2111
35392,2114
35393,2008
35394,2177
35395,2112
35396,2126
35397,2153
35398,2259
35399,2085
35400,2076
35401,2138
35402,2428
35403,2070
35404,2147
35405,2073
35406,2140
35407,2761
35408,2127
35409,2218
35410,2176
35411,2162
35412,2155
35413,2073
35414,2117
35415,2067
35416,2126
35417,2114
35418,2203
35419,2765
35420,2120
35421,2756
35422,2250
35423,2135
35424,2065
35425,2094
35426,2155
35427,2075
35428,2135
35429,2126
35430,2011
35431,2160
35432,2148
35433,2140
35434,2119
35435,2120
35436,2069
35437,2767
35438,2151
35439,2121
35440,2190
35441,2160
35442,2211
35443,2155
35444,2147
35445,2160
35446,2200
35447,2046
35448,2126
35449,2560
35450,2117
35451,2191
35452,2066
35453,2037
35454,2155
35455,2073
35456,2439
35457,2082
35458,2155
35459,2155
35460,2285
35461,2118
35462,2518
35463,2101
35464,2540
35465,2120
35466,2030
35467,2086
35468,2113
35469,2153
35470,2084
35471,2096
35472,2093
35473,2076
35474,2155
35475,2122
35476,2086
35477,2250
35478,2077
35479,2223
35480,2154
35481,2148
35482,2068
35483,2770
35484,2207
35485,2071
35486,2259
35487,2120
35488,2072
35489,3029
35490,2066
35491,2067
35492,2117
35493,2122
35494,2067
35495,2745
35496,2114
35497,2069
35498,2087
35499,2093
35500,2072
35501,2223
35502,2118
35503,2067
35504,2158
35505,2118
35506,2126
35507,2073
35508,3478
35509,2076
35510,2572
35511,2114
35512,2154
35513,2205
35514,2076
35515,2042
35516,2257
35517,2127
35518,2075
35519,2223
35520,2261
35521,2257
35522,2540
35523,2066
35524,2125
35525,2120
35526,2173
35527,2075
35528,2260
35529,2026
35530,2122
35531,2144
35532,2126
35533,2075
35534,2100
35535,2765
35536,2155
35537,2250
35538,2134
35539,2145
35540,2260
35541,2120
35542,2126
35543,2140
35544,2145
35545,2153
35546,2150
35547,2151
35548,2153
35549,2138
35550,2206
35551,2076
35552,2074
35553,2142
35554,2073
35555,2060
35556,2073
35557,2199
35558,2037
35559,2076
35560,2081
35561,2752
35562,2570
35563,2077
35564,2747
35565,2154
35566,2154
35567,2100
35568,2104
35569,2155
35570,2122
35571,2075
35572,2070
35573,2119
35574,2125
35575,2126
35576,2158
35577,2065
35578,4870
35579,2750
35580,2122
35581,2121
35582,2158
35583,2088
35584,2075
35585,2077
35586,2540
35587,2154
35588,2135
35589,2145
35590,1680
35591,2145
35592,2135
35593,2070
35594,2114
35595,2207
35596,2093
35597,1715
35598,2567
35599,2077
35600,2767
35601,2178
35602,2034
35603,2117
35604,2046
35605,2095
35606,2089
35607,2122
35608,2073
35609,810
35610,2229
35611,2126
35612,2113
35613,2126
35614,2135
35615,2760
35616,2251
35617,2156
35618,2126
35619,3124
35620,2103
35621,2212
35622,2074
35623,2285
35624,2121
35625,2145
35626,2159
35627,2158
35628,2168
35629,2580
35630,2250
35631,2122
35632,2121
35633,2154
35634,5082
35635,2159
35636,2101
35637,2153
35638,2076
35639,2074
35640,2112
35641,2110
35642,2221
35643,2066
35644,2151
35645,2151
35646,2196
35647,2154
35648,2117
35649,2141
35650,2260
35651,2099
35652,2155
35653,2141
35654,2160
35655,2126
35656,2125
35657,2089
35658,2121
35659,2176
35660,2196
35661,2232
35662,2154
35663,2097
35664,2065
35665,2745
35666,2537
35667,2070
35668,2093
35669,2125
35670,2120
35671,2010
35672,2121
35673,2265
35674,2760
35675,2134
35676,2251
35677,2260
35678,2769
35679,2115
35680,2076
35681,2200
35682,2075
35683,2075
35684,2164
35685,2199
35686,2223
35687,2213
35688,2770
35689,2213
35690,2119
35691,2153
35692,2131
35693,2122
35694,2234
35695,2450
35696,2075
35697,2766
35698,3190
35699,2110
35700,2111
35701,2079
35702,2087
35703,2121
35704,2166
35705,2068
35706,2148
35707,2011
35708,2135
35709,2063
35710,2147
35711,2207
35712,2166
35713,3016
35714,4552
35715,2120
35716,2154
35717,2088
35718,2089
35719,2061
35720,2099
35721,2850
35722,2073
35723,2040
35724,2118
35725,2080
35726,2148
35727,2077
35728,2126
35729,2112
35730,3095
35731,2136
35732,2135
35733,2072
35734,2125
35735,2099
35736,2074
35737,2232
35738,2148
35739,2148
35740,2768
35741,2071
35742,2077
35743,2122
35744,2030
35745,2092
35746,2153
35747,2036
35748,2086
35749,2151
35750,2156
35751,2137
35752,2154
35753,2074
35754,2112
35755,2750
35756,2195
35757,2198
35758,2061
35759,2165
35760,2278
35761,2204
35762,2118
35763,2234
35764,6050
35765,2154
35766,2756
35767,2111
35768,2768
35769,2154
35770,2118
35771,2176
35772,2120
35773,2177
35774,2282
35775,1495
35776,2073
35777,2120
35778,2071
35779,2070
35780,2111
35781,2138
35782,2120
35783,2095
35784,2125
35785,6004
35786,2086
35787,2030
35788,2121
35789,2121
35790,2914
35791,2106
35792,2151
35793,2250
35794,2100
35795,2075
35796,2153
35797,2060
35798,2114
35799,2154
35800,2060
35801,2085
35802,2154
35803,2030
35804,2217
35805,2119
35806,2145
35807,2154
35808,2257
35809,2085
35810,2564
35811,2018
35812,2113
35813,2070
35814,2144
35815,2776
35816,2093
35817,2070
35818,2097
35819,2197
35820,2170
35821,2099
35822,2206
35823,2250
35824,2261
35825,2165
35826,2204
35827,2142
35828,2540
35829,2106
35830,2071
35831,2446
35832,2028
35833,2030
35834,2209
35835,2557
35836,2705
35837,2080
35838,2121
35839,2100
35840,2117
35841,2076
35842,2063
35843,2071
35844,2101
35845,2115
35846,2092
35847,2151
35848,2042
35849,2261
35850,2040
35851,2156
35852,2065
35853,2107
35854,2126
35855,2121
35856,2097
35857,2079
35858,2156
35859,2112
35860,2146
35861,2750
35862,2767
35863,2074
35864,2113
35865,2145
35866,2121
35867,2165
35868,2119
35869,2100
35870,2046
35871,2076
35872,2166
35873,2063
35874,2151
35875,2070
35876,2100
35877,2085
35878,2085
35879,2112
35880,2119
35881,2317
35882,1660
35883,2132
35884,2198
35885,2118
35886,2122
35887,2145
35888,2251
35889,2121
35890,2151
35891,2200
35892,2143
35893,2046
35894,2113
35895,5074
35896,2153
35897,2142
35898,2250
35899,2155
35900,2031
35901,2115
35902,2044
35903,2137
35904,2117
35905,2088
35906,2122
35907,2115
35908,2026
35909,2100
35910,2042
35911,2176
35912,2745
35913,2114
35914,2135
35915,2122
35916,2170
35917,2113
35918,2111
35919,2097
35920,2604
35921,2114
35922,2081
35923,2073
35924,2099
35925,2071
35926,3187
35927,2193
35928,2113
35929,2068
35930,2767
35931,2156
35932,2138
35933,2222
35934,2200
35935,2135
35936,2158
35937,2000
35938,2121
35939,2138
35940,2176
35941,2072
35942,2148
35943,2155
35944,2125
35945,2077
35946,2150
35947,2145
35948,2196
35949,2071
35950,2075
35951,2138
35952,2090
35953,2800
35954,2121
35955,2160
35956,2019
35957,2066
35958,2069
35959,2066
35960,2257
35961,2134
35962,2220
35963,2067
35964,4350
35965,2112
35966,2071
35967,2122
35968,2087
35969,2117
35970,2176
35971,2077
35972,2140
35973,2144
35974,2035
35975,2122
35976,2154
35977,2070
35978,2166
35979,2567
35980,2067
35981,2122
35982,2077
35983,2067
35984,2122
35985,2046
35986,2145
35987,2065
35988,2147
35989,2135
35990,2121
35991,2118
35992,2066
35993,2138
35994,2085
35995,2073
35996,2122
35997,2158
35998,2153
35999,2118
36000,2067
36001,2117
36002,2250
36003,2093
36004,2103
36005,2200
36006,2144
36007,2304
36008,2122
36009,2067
36010,2768
36011,2063
36012,2144
36013,2122
36014,2073
36015,4211
36016,2263
36018,2107
36026,2199
36057,2120
36086,2135
36089,2073
36095,2076
36098,2065
36103,2126
36104,2122
36120,2753
36121,2261
36129,2159
36138,2850
36141,2125
36142,2044
36146,2112
36151,2097
36156,2761
36159,2155
36160,2117
36162,2232
36172,2148
36174,2140
36186,2206
36189,2069
36204,2444
36209,2576
36212,2130
36213,2795
36228,2000
36231,2905
36232,2141
36242,2076
36248,2153
36261,2905
36263,4221
36281,2113
36296,2756
36298,2606
36299,2000
36301,2260
36311,2118
36319,2023
36332,2135
36348,2230
36351,2046
37596,2257
37597,2256
37598,2250
37599,2260
37600,2260
37601,2256
37602,2257
37603,2261
37604,2259
37605,2250
37606,2071
37607,2071
37608,2071
37609,2070
37610,2076
37611,2071
37612,2071
37613,2070
37614,2067
37615,2075
37616,2067
37617,2073
37618,2071
37619,2072
37620,2071
37621,2071
37622,2071
37623,2112
37624,2077
37625,2076
37626,2073
37627,2074
37628,2079
37629,2077
37630,2081
37631,2076
37632,2076
37633,2074
37634,2081
37635,2021
37636,2080
37637,2076
37638,2077
37639,2077
37640,2257
37641,2081
37644,2083
37645,2066
37646,2064
37647,2067
37648,2075
37649,2075
37650,2084
37651,2075
37652,2080
37653,2076
37654,2077
37655,2075
37656,2075
37657,2075
37658,2250
37659,2250
37660,2250
37661,2251
37662,2251
37663,2155
37664,2125
37665,2153
37666,2153
37667,2155
37668,2153
37669,2158
37670,2763
37671,2153
37672,2153
37673,2153
37674,2155
37675,2155
37676,2151
37677,2154
37678,2768
37679,2153
37680,2153
37681,2763
37682,2073
37683,2067
37684,2033
37685,2109
37686,2256
37687,2099
37688,2199
37689,2115
37690,2076
37691,2120
37692,2097
37693,2154
37694,2044
37695,2099
37696,2041
37697,2097
37698,2082
37699,2203
37700,2250
37701,2125
37702,4350
37703,2179
37704,2076
37705,2067
37707,2170
37708,2119
37709,2088
37710,2074
37711,2126
37712,2068
37713,2112
37714,2148
37715,2073
37716,2067
37717,2071
37718,2119
37719,2119
37720,2122
37721,2144
37722,2250
37723,2749
37724,2029
37725,2074
37726,2257
37727,2077
37728,2113
37729,2112
37730,2145
37731,3875
37732,2165
37733,2069
37734,2125
37735,2122
37736,2850
37737,2081
37738,2263
37739,2117
37740,2102
37741,2068
37742,2122
37744,2144
37745,2117
37746,2046
37747,2160
37748,2196
37749,2117
37750,2145
37751,2132
37752,2120
37753,2137
37754,2153
37755,2145
37756,2111
37757,2121
37758,2168
37759,2069
37760,2761
37761,2168
37762,2118
37763,2780
37764,2036
37765,4069
37766,2081
37767,2030
37768,2158
37769,2077
37770,6109
37771,2092
37772,2171
37773,2196
37774,2517
37775,2016
37776,2064
37777,2212
37778,2068
37779,2117
37780,2620
37781,2122
37782,2199
37783,2166
37784,2250
37785,6006
37786,2070
37787,2260
37788,4211
37789,2020
37790,2155
37791,2176
37792,2101
37793,2763
37794,2088
37795,2075
37796,2640
37797,2441
37798,2259
37799,2216
37800,2016
37801,2048
37802,2161
37803,2204
37804,2250
37805,2560
37806,2176
37807,2060
37808,2223
37809,2029
37810,2899
37811,3685
37812,2113
37813,2075
37814,2039
37815,2122
37816,2153
37817,2774
37818,2155
37819,2145
37820,2067
37821,2075
37822,2072
37823,2112
37824,2151
37825,2114
37826,2154
37827,2210
37828,2137
37829,2148
37830,2152
37831,2158
37832,2046
37833,2113
37834,2106
37835,2212
37836,2259
37837,2611
37838,2768
37839,2145
37840,2075
37841,2196
37842,2176
37843,2614
37844,2072
37845,2154
37846,2112
37847,2081
37848,2250
37849,2102
37850,2086
37851,2125
37852,2135
37853,2580
37854,2209
37855,2099
37856,2135
37857,2075
37858,2168
37859,2166
37860,2112
37861,2121
37862,5304
37863,2116
37864,3152
37865,2065
37866,2112
37867,2093
37868,2141
37869,2153
37870,2106
37871,2126
37872,2154
37873,2147
37874,2260
37875,2774
37876,2259
37877,2196
37878,2049
37879,2155
37880,2113
37881,2260
37882,2092
37883,2223
37884,2105
37885,2046
37886,2156
37887,2076
37888,2122
37889,2097
37890,2074
37891,2117
37892,2156
37893,2190
37894,2220
37895,2200
37896,2529
37897,2228
37898,2155
37899,2212
37900,2075
37901,2074
37902,2046
37903,2611
37904,2117
37905,2170
37906,2141
37907,2093
37908,2250
37909,2120
37910,2101
37911,2121
37912,2117
37913,2158
37914,2141
37915,2067
37916,2770
37917,2135
37918,2761
37919,2263
37920,2155
37921,2069
37922,2155
37923,2126
37924,2085
37925,2261
37926,2203
37927,2130
37928,2071
37929,2250
37930,2330
37931,2209
37932,2570
37933,2038
37935,2155
37936,2070
37937,2212
37938,2145
37939,2145
37940,2106
37941,2063
37942,2122
37943,2131
37944,2213
37945,2151
37946,2122
37947,2221
37948,2132
37949,2107
37950,2087
37951,2113
37952,2113
37953,2162
37954,2166
37955,2154
37956,4178
37957,2165
37958,2070
37959,2122
37960,2112
37961,2761
37962,2077
37963,2073
37964,2114
37965,2121
37966,2154
37967,2194
37968,2126
37969,2075
37970,2070
37971,2765
37972,2040
37973,2767
37974,2095
37975,2227
37976,2620
37977,2153
37978,2768
37979,2155
37980,2320
37981,2570
37982,2165
37983,2022
37984,2147
37985,2500
37986,2230
37987,2177
37988,2570
37989,2141
37990,2089
37991,2020
37992,2081
37993,2101
37994,2800
37995,2075
37996,2023
37997,2146
37998,2073
37999,2075
38000,2158
38001,2118
38002,2154
38003,2162
38004,2042
38005,2154
38006,2092
38007,2090
38008,2085
38009,2116
38010,2069
38011,2323
38012,2208
38013,2156
38014,2176
38015,2120
38016,2107
38017,2076
38018,2073
38019,2250
38020,2024
38021,2089
38022,2071
38023,2156
38024,2097
38025,2077
38026,2039
38027,2069
38028,2007
38029,2083
38030,2062
38031,2776
38032,2050
38033,2034
38034,2759
38035,2258
38036,2196
38037,2330
38038,2880
38039,2076
38040,2085
38041,2096
38042,2011
38043,2120
38044,2205
38045,2158
38046,2155
38047,2077
38048,2103
38049,2153
38050,2262
38051,2261
38052,2765
38053,2210
38054,4000
38055,2125
38056,2154
38057,2099
38058,2225
38059,4810
38060,2777
38061,2030
38062,2121
38063,2176
38064,2008
38065,2195
38066,2154
38067,2176
38068,2118
38069,2099
38070,2075
38071,2765
38072,2032
38073,2087
38074,2777
38075,2076
38076,2763
38077,2145
38078,2217
38079,2067
38080,2119
38081,2125
38083,2200
38084,2211
38085,2147
38086,2066
38087,1755
38088,2233
38089,2250
38090,2153
38091,2153
38092,2153
38093,1730
38094,2082
38095,2117
38096,2176
38097,2154
38098,2138
38099,2120
38100,2112
38101,2761
38102,2093
38103,2250
38104,2218
38105,2114
38107,2158
38108,2048
38109,2039
38110,2477
38111,2022
38112,2768
38113,2170
38114,2194
38115,2075
38116,2913
38117,2086
38118,2217
38119,2220
38120,6028
38121,2093
38122,2558
38123,2170
38124,2154
38125,2086
38126,2144
38127,2233
38128,2756
38129,2038
38130,2135
38131,2071
38132,2166
38133,2153
38134,2122
38135,2082
38136,2070
38137,2101
38138,2135
38139,2763
38140,2165
38141,4350
38142,2166
38143,2110
38144,2155
38145,2747
38146,2763
38147,2111
38148,2135
38149,2121
38150,2154
38151,2090
38152,2154
38153,2519
38154,2071
38155,2073
38156,2101
38157,2074
38158,2745
38159,2112
38160,2122
38161,2156
38162,2111
38163,2107
38164,2122
38165,2063
38166,2120
38167,2076
38168,2082
38169,2110
38170,2042
38171,2115
38172,2122
38173,2125
38174,2153
38175,2515
38176,2042
38177,2135
38178,6155
38179,2073
38180,2159
38181,2117
38182,2119
38183,2113
38184,2040
38185,2565
38186,2756
38187,2100
38188,2155
38189,2165
38190,2076
38191,2103
38192,2112
38193,2066
38194,2122
38195,2076
38196,2145
38197,2122
38198,2076
38199,2066
38200,2112
38201,2126
38202,2032
38203,2117
38205,2073
38206,2126
38207,2218
38208,2135
38209,2071
38210,2065
38211,2073
38212,2042
38213,2050
38214,2158
38215,2069
38216,2190
38217,2154
38218,2113
38219,2077
38220,2136
38221,2250
38222,2566
38223,2117
38224,2164
38225,2031
38226,2166
38227,2121
38228,2155
38229,2170
38230,2133
38231,2745
38232,2165
38233,2153
38234,2075
38235,2190
38236,2615
38237,2099
38238,2113
38239,2763
38240,2118
38241,2070
38242,2119
38243,2085
38244,2132
38245,2113
38246,2257
38247,2074
38248,2111
38249,2133
38250,2120
38251,2260
38252,2122
38253,2067
38254,2216
38255,2111
38256,2075
38257,2154
38258,2073
38259,2119
38260,2153
38261,2121
38262,2122
38263,2830
38264,3078
38265,2261
38266,2250
38267,2450
38268,2119
38269,2221
38270,2026
38271,2062
38272,2156
38273,2067
38274,2120
38275,2126
38276,6108
38277,2096
38278,2526
38279,2076
38280,2095
38281,2122
38282,2068
38283,2135
38284,2067
38285,2085
38286,2077
38287,2148
38288,2761
38289,2131
38290,2074
38291,2101
38292,2101
38293,2066
38294,2107
38295,2116
38296,3030
38297,2148
38298,2168
38299,2155
38300,2500
38301,2077
38302,2079
38303,2206
38304,2079
38305,2076
38306,2120
38307,2119
38308,2071
38309,2032
38310,2147
38311,2156
38312,2020
38313,2444
38314,3355
38315,2119
38316,2102
38317,2085
38318,2168
38319,2020
38320,2088
38321,2250
38322,2155
38323,3037
38324,2066
38325,2046
38326,2154
38327,2370
38328,2125
38329,2155
38330,2112
38331,2156
38332,2576
38333,2099
38334,2152
38335,2120
38336,2125
38337,2050
38338,2050
38339,2148
38340,2120
38341,2120
38342,2011
38343,2756
38344,2222
38345,2190
38346,2145
38347,2122
38348,2137
38349,2072
38350,2161
38351,2761
38352,2165
38353,2111
38354,2153
38355,2118
38356,2148
38357,2079
38358,2257
38359,2073
38360,2081
38361,2763
38362,6280
38363,2227
38364,2218
38365,2036
38366,2148
38367,2154
38368,2220
38369,2800
38370,2154
38371,2074
38372,2072
38373,2118
38374,2120
38375,2154
38376,2168
38377,2073
38378,2021
38379,2145
38380,2133
38381,2536
38382,2546
38383,2035
38384,2121
38385,2745
38386,2037
38387,2259
38388,2077
38389,2154
38390,2119
38391,2233
38392,2122
38393,2566
38394,2155
38396,2193
38397,2152
38398,2031
38399,2125
38400,2113
38401,2010
38402,2135
38403,2250
38404,2176
38405,2154
38406,2065
38407,2145
38408,2154
38409,2119
38410,2153
38411,2198
38412,2767
38413,2138
38414,2119
38415,870
38416,2148
38417,2067
38418,2079
38419,2089
38420,2071
38421,2099
38422,2076
38423,2170
38424,2195
38425,2195
38426,2260
38427,2065
38428,2122
38429,2217
38430,2155
38431,2077
38432,2125
38433,2076
38434,2795
38435,2073
38436,2116
38437,2077
38438,2075
38439,2036
38440,1660
38441,2285
38442,2122
38443,2073
38444,2155
38445,2076
38446,2518
38447,2914
38448,2168
38449,2107
38450,2024
38451,2259
38452,2145
38453,2110
38454,2257
38455,2745
38456,4172
38457,2747
38458,2000
38459,2101
38460,2175
38461,2564
38462,2570
38463,2122
38464,2007
38465,2428
38466,2154
38467,2077
38468,2000
38469,2114
38470,2112
38471,2745
38472,2177
38473,2100
38474,2074
38475,2140
38476,2090
38477,2120
38478,2156
38479,2093
38480,2076
38481,2154
38482,2073
38483,2106
38484,2118
38485,2137
38486,2779
38487,2147
38488,2166
38489,2046
38490,2159
38491,2062
38492,2251
38493,2153
38494,2113
38495,2145
38497,2069
38498,2158
38499,2126
38500,2291
38501,2035
38502,2145
38503,2114
38504,2217
38505,2087
38506,2222
38507,2125
38508,2753
38509,2070
38510,2153
38511,2140
38512,2567
38513,2768
38514,2137
38515,2773
38516,2761
38517,2101
38518,2107
38519,2154
38520,2171
38521,2085
38522,2519
38523,2115
38524,2069
38525,2115
38526,2166
38527,2162
38528,2011
38529,2075
38530,2135
38531,2200
38532,2141
38533,2125
38534,2063
38535,2121
38536,2759
38537,2089
38538,2099
38539,2566
38540,2205
38541,2190
38542,2141
38543,2195
38544,2770
38545,2126
38546,7054
38547,2153
38548,3145
38549,2114
38550,2064
38551,2115
38552,2066
38553,2047
38554,2075
38555,2565
38556,2070
38557,2121
38558,2171
38559,2100
38560,2121
38561,2090
38562,2071
38563,2047
38564,2121
38565,2124
38566,2190
38567,2144
38568,2135
38569,2770
38570,2213
38571,2144
38572,2120
38573,2768
38574,2140
38575,2250
38576,2168
38577,2070
38578,2112
38579,2075
38580,3121
38581,2066
38582,2121
38583,2112
38584,2151
38585,2142
38586,3177
38587,2093
38588,2155
38589,2223
38590,2155
38591,2040
38592,2155
38593,2144
38594,2250
38595,2283
38596,2067
38597,2030
38598,2158
38599,2122
38600,2066
38601,2158
38602,2148
38603,2756
38604,2745
38605,2264
38606,2257
38607,2777
38608,2190
38609,2120
38610,2113
38611,2118
38612,2161
38613,2137
38614,2160
38615,2125
38616,2112
38617,2064
38618,2763
38619,2077
38620,2125
38621,2170
38622,2117
38623,2160
38624,2203
38625,2156
38626,2076
38627,2099
38628,2125
38629,2148
38630,2120
38631,2121
38632,2207
38633,4160
38634,2088
38635,2073
38636,2070
38637,2086
38638,2120
38639,2154
38640,2113
38641,2745
38642,2071
38643,2044
38644,2110
38645,2220
38646,2221
38647,2066
38648,2570
38649,2117
38650,2214
38651,2066
38652,2259
38653,2076
38654,2104
38655,2154
38656,2113
38657,2103
38658,2097
38659,2099
38660,2036
38661,2074
38662,2100
38663,2060
38664,2077
38665,2075
38666,2578
38667,2070
38668,2756
38669,2099
38670,2118
38671,2154
38672,2765
38674,2144
38675,2763
38676,2121
38677,2154
38678,2074
38679,2156
38680,2155
38681,3178
38682,2113
38683,2155
38684,2778
38685,2119
38686,2611
38687,2164
38688,2820
38689,2067
38690,2147
38691,2205
38692,2153
38693,2066
38694,2122
38695,2148
38696,2011
38697,2066
38698,2031
38699,2079
38700,2069
38701,2154
38702,2118
38703,7316
38704,2125
38705,2102
38706,2605
38707,2156
38708,2060
38709,2144
38710,2096
38711,2759
38712,2075
38713,2156
38714,2153
38715,2140
38716,2768
38717,2118
38718,2153
38719,2112
38720,2745
38721,2203
38722,2155
38723,2119
38724,2113
38725,2125
38726,2019
38727,2145
38728,2118
38729,2126
38730,2151
38731,2097
38732,2745
38733,2209
38734,2176
38735,2046
38736,2167
38737,2508
38738,2795
38739,2010
38740,2117
38741,2133
38742,2117
38743,2099
38744,2794
38745,2146
38746,2160
38747,2221
38748,2220
38749,2120
38750,2046
38751,2171
38752,2575
38753,2134
38754,2762
38755,2100
38756,2200
38757,2111
38758,2125
38759,2770
38760,2166
38761,2076
38762,2137
38763,2076
38764,2088
38765,2290
38766,2045
38767,2760
38768,2156
38769,2777
38770,2110
38771,2035
38772,2008
38773,2147
38774,2159
38775,2207
38776,2166
38777,2177
38778,2441
38779,2100
38780,2100
38781,2069
38782,2261
38783,2118
38784,2136
38785,2120
38786,2225
38787,2168
38788,2093
38789,2121
38790,2225
38791,2763
38792,2142
38793,2008
38794,2761
38795,2032
38796,2148
38797,2122
38798,2088
38799,2113
38800,2224
38801,2074
38802,2141
38803,2162
38804,2027
38805,5253
38806,2565
38807,2064
38808,2154
38809,2093
38810,2035
38811,2250
38812,2140
38813,2066
38815,2250
38816,2770
38817,2768
38818,2120
38819,2016
38820,2113
38821,2111
38822,2122
38823,2166
38824,2146
38825,2041
38826,2154
38827,2767
38828,2146
38829,2166
38830,2200
38831,2135
38832,2125
38833,2026
38834,2011
38835,2073
38836,2074
38837,2077
38838,2113
38839,2100
38840,2756
38841,2158
38842,2768
38843,2122
38844,2044
38845,2099
38846,2030
38847,2122
38848,2155
38849,4178
38850,2086
38851,2113
38852,2159
38853,2160
38854,2092
38855,2063
38856,2114
38857,2026
38858,2177
38859,2153
38860,2074
38861,2250
38862,2790
38863,2118
38864,2170
38865,2119
38866,2090
38867,2156
38868,2757
38869,2154
38870,2153
38871,2222
